Why Real Stablecoins Don't Pay Yield | Interview w James & Marco at USDM | Dose of Alpha - Ep. 16
Time	Subtitle	Machine Translation
58:47	bring $50 of TVL, let's talk, right? And and especially in size, not like5	50ドルのTVLをもたらすプロジェクトがある場合、話し合いましょう、ということです。 そして 特に規模に関して言えば、500
58:52	million, but like more than $5 million or more. Um and it's like, hey, for	万ドルというレベルではなく、500万ドル以上、あるいはそれ以上の金額のことです 。 えっと、それで、10万ドルで
58:57	hundred grand I can bring, you know,5 to$10 million of TVL. Like, oh, let's	500万ドルから 1000万ドルのTVLをもたらすことができます。 えっと、ちょっと
59:01	talk. Let's figure that out because and and we should have that as an open	話しましょうか。 それを解明しましょう。なぜなら、 それをオープン
59:04	category because we know what we know and we have our strategy and playbook	カテゴリとして扱うべきだからです。私たちは知っていることを知っており、 戦略とプレイブックを持っています。そして、
59:08	and we're going to run our strategy in playbook but we also don't know what we	プレイブックに従って戦略を実行しますが、
59:11	don't know and so if you have an asset $5 million $10 million or more um or	知らないこともわかりません。ですから、 500万ドル、1000万ドル以上の資産、または
59:15	access to an asset that has volume and volatility where we can incentivize and	ボリュームとボラティリティのある資産へのアクセスがあり、 インセンティブを与え、付与して、
59:19	grant and bring you know 50 to1 TVL um we know that not everything is going to	50対1のTVLを実現できる場合、 すべてがうまくいくわけではないことはわかっていますが、私たちが提案する
59:23	work but a majority of the things that we're going to bring to the table are	ものの大部分はうまくいくでしょう。
59:25	going to work >> but while we know that we don't know	しかし、知らないこともわかっており、
59:27	what we don't know we're also very uh focused on demand side so um if you have	需要側にも非常に注目しています。ですから、
59:31	traditional business deals in size and we can juice them and make them a little	規模の大きい従来のビジネス取引があり、それを チェーン上で少し
59:35	bit more attractive on chain that is very easy conversion that leads to long	魅力的にすることで、
59:40	long-term business flow on chain. Um yes to science fair projects but they have	チェーン上での長期的なビジネスフローにつながる非常に簡単な変換が可能になります。 ええ、 科学フェアのプロジェクトは賛成ですが、必ず
59:44	to have an end in mind. Um not like hey if we build this then somebody can like	最終目標がなければなりません。 えっと、例えば「 これを作れば、誰かが
59:48	we need to have a target ICP and we'll help you reach out to them. We'll help	ターゲットとなるICPを設定すれば、私たちがその人たちへの アプローチをお手伝いします」みたいな感じではありません。 私たちは
59:52	bring them involved. We'll help show them what the deal looks like and why	彼らが参加できるよう支援します。 私たちは、 取引内容がどのようなものか、そして
59:55	their business can save money and save time and be better handled by using your	御社 …の
59:59	app and your and our chain. Uh but um that's that's mostly what we're going to	アプリと御社と当社のチェーンを利用することで、御社のビジネスがコスト削減、時間短縮、そしてより効率的な運営を実現できる理由を、お客様に分かりやすくご説明します。 ええと、それが 私たちが主に
1:00:03	be looking for. >> Amazing. Eric, I know you got to go. I	探しているものです。 すばらしい。 エリック、君が行かなきゃいけないのは分かってるよ。 もう行かなくちゃ
1:00:05	got to go. This is rad. Another dose of alpha. A little shtick on Cardono Prime.	。 これは最高だ。 アルファのもう1回分 。 カルドノ・プライムに関するちょっとした小ネタ。
1:00:09	Um we'll probably do these like every other week where we'll be on like uh	えっと、おそらく隔週でこういうことをやります。他の
1:00:12	some of the other like X spaces and uh reach out, ask questions, and we'll get	Xスペースで、連絡を取って 質問して、それに答えて、全力で取り組みます
1:00:17	to them and we're going to crank it. >> Go team. See you guys. See you.	。 頑張れ、チーム！ またね、みんな。 またね。
1:00:24	[music]	[音楽]
